#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           4      1.938991e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      2.585322e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      3.231652e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      3.877982e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      4.524313e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      5.170643e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      5.816974e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      6.463304e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      7.109634e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      7.755965e-01      0.000000e+00      0.000000e+00      0.000000e+00
           4      8.402295e-01      1.197365e-03      8.980237e-04      2.366500e-04
           4      9.048626e-01      1.642586e-01      1.532951e-01      5.037072e-03
           4      9.694956e-01      1.090765e+00      1.061469e+00      9.759059e-03
           4      1.034129e+00      1.968483e+00      2.016383e+00      2.660863e-02
           4      1.098762e+00      2.247812e+00      2.246565e+00      1.935387e-02
           4      1.163395e+00      2.058305e+00      2.096808e+00      1.904342e-02
           4      1.228028e+00      1.849067e+00      1.852260e+00      1.084681e-02
           4      1.292661e+00      1.608051e+00      1.626652e+00      1.234013e-02
           4      1.357294e+00      1.419825e+00      1.452142e+00      1.305664e-02
           4      1.421927e+00      1.328673e+00      1.324739e+00      3.299745e-03
           4      1.486560e+00      1.268513e+00      1.251171e+00      5.288379e-03
           4      1.551193e+00      1.166997e+00      1.197409e+00      1.114182e-02
           4      1.615826e+00      1.150626e+00      1.139904e+00      3.154543e-03
           4      1.680459e+00      1.087039e+00      1.114821e+00      8.543331e-03
           4      1.745092e+00      1.085488e+00      1.089818e+00      2.740325e-03
           4      1.809725e+00      1.066827e+00      1.062107e+00      4.464619e-03
           4      1.874358e+00      1.049038e+00      1.064465e+00      5.559037e-03
           4      1.938991e+00      1.088684e+00      1.060568e+00      8.460808e-03
           4      2.003624e+00      1.052290e+00      1.048371e+00      2.693699e-03
           4      2.068257e+00      1.057823e+00      1.060781e+00      4.455339e-03
           4      2.132890e+00      1.061755e+00      1.052843e+00      2.672001e-03
           4      2.197523e+00      1.051538e+00      1.038539e+00      7.583886e-03
           4      2.262156e+00      1.032543e+00      1.039634e+00      5.244585e-03
           4      2.326789e+00      1.035406e+00      1.043364e+00      3.259806e-03
           4      2.391423e+00      1.021597e+00      1.034288e+00      3.918711e-03
           4      2.456056e+00      1.008249e+00      1.020823e+00      4.687438e-03
           4      2.520689e+00      1.029311e+00      1.025113e+00      3.549894e-03
           4      2.585322e+00      1.022832e+00      1.020528e+00      1.560778e-03
           4      2.649955e+00      1.010578e+00      1.016417e+00      2.302602e-03
           4      2.714588e+00      1.017639e+00      1.014255e+00      2.094832e-03
